epoch,iteration,roc_auc,inv_fpr,best_inv_fpr,valid_loss,train_loss,save
0,898,0.900136139113,36.8844513499,36.8844513499,0.408191,0.470833,True
1,1796,0.908334648406,47.1157778869,47.1157778869,0.387129,0.434851,True
2,2694,0.911827531532,54.1665040091,54.1665040091,0.371747,0.423487,True
3,3592,0.914035694734,54.5733025945,54.5733025945,0.366612,0.416656,True
4,4490,0.913590246103,56.0473393461,56.0473393461,0.366544,0.410727,True
5,5388,0.911869816262,41.3108074403,56.0473393461,0.371018,0.418663,False
6,6286,0.916328754194,60.5317539408,60.5317539408,0.363284,0.411157,True
7,7184,0.915569391886,53.3868172182,60.5317539408,0.366258,0.410193,False
8,8082,0.916934666183,55.7217368511,60.5317539408,0.359091,0.403125,False
9,8980,0.916347931744,57.8623271451,60.5317539408,0.370159,0.409789,False
10,9878,0.917198834165,62.6336628242,62.6336628242,0.365861,0.400978,True
11,10776,0.917671180908,65.6939212916,65.6939212916,0.359935,0.403049,True
12,11674,0.918411197387,63.6023309302,65.6939212916,0.364316,0.404532,False
13,12572,0.917264380428,56.6986674169,65.6939212916,0.358342,0.394377,False
14,13470,0.919380104089,61.3686877162,65.6939212916,0.353967,0.395391,False
15,14368,0.91437846553,46.4319212242,65.6939212916,0.365965,0.400214,False
16,15266,0.916844326832,60.6709520109,65.6939212916,0.359551,0.398129,False
17,16164,0.917227430652,59.6056817939,65.6939212916,0.358991,0.393046,False
18,17062,0.917049373139,63.9961869982,65.6939212916,0.358616,0.393681,False
19,17960,0.917499265605,67.5533003066,67.5533003066,0.358473,0.39151,True
20,18858,0.916039210797,57.5301856271,67.5533003066,0.362719,0.401408,False
21,19756,0.918188682153,64.5452155237,67.5533003066,0.357558,0.387745,False
22,20654,0.914063060979,54.5897730348,67.5533003066,0.391396,0.41359,False
23,21552,0.917717696832,60.1775712058,67.5533003066,0.359253,0.389999,False
24,22450,0.916732894006,66.3661681395,67.5533003066,0.359257,0.388123,False
25,23348,0.914632818129,55.0843464582,67.5533003066,0.365899,0.39585,False
26,24246,0.917283684177,65.0102971105,67.5533003066,0.357722,0.386833,False
27,25144,0.917690656751,60.327253028,67.5533003066,0.357564,0.384971,False
28,26042,0.911726988927,56.1509842446,67.5533003066,0.395536,0.411808,False
29,26940,0.913494157721,61.7500897603,67.5533003066,0.368301,0.399771,False
30,27838,0.916095359212,68.8908423114,68.8908423114,0.36121,0.383651,True
31,28736,0.916043352555,53.2976546358,68.8908423114,0.362477,0.389252,False
32,29634,0.91595420065,63.4643613124,68.8908423114,0.36257,0.385363,False
33,30532,0.918264517496,72.1874023365,72.1874023365,0.357829,0.381874,True
34,31430,0.915995399328,63.516964359,72.1874023365,0.362823,0.385723,False
35,32328,0.91634380316,64.0905165549,72.1874023365,0.363664,0.383664,False
36,33226,0.915778864724,68.222659496,72.1874023365,0.364001,0.381961,False
37,34124,0.917371855899,68.446244991,72.1874023365,0.358584,0.379922,False
38,35022,0.913397540602,58.743999671,72.1874023365,0.366904,0.388144,False
39,35920,0.916228122847,62.7585471204,72.1874023365,0.367197,0.380969,False
40,36818,0.916783217833,67.6910669615,72.1874023365,0.364065,0.379214,False
41,37716,0.914663598023,75.5934403897,75.5934403897,0.363377,0.379697,True
42,38614,0.914748713652,54.5785384748,75.5934403897,0.367249,0.383222,False
43,39512,0.915688321322,67.2524603515,75.5934403897,0.360678,0.381112,False
44,40410,0.914269654679,63.3752133193,75.5934403897,0.366815,0.383952,False
45,41308,0.914043926193,55.2900947929,75.5934403897,0.363997,0.37744,False
46,42206,0.914404691391,53.3118706766,75.5934403897,0.36705,0.38155,False
47,43104,0.915417602915,64.5260995882,75.5934403897,0.363431,0.374498,False
48,44002,0.914755345178,60.1981811433,75.5934403897,0.366626,0.373735,False
49,44900,0.916062000752,60.2879776279,75.5934403897,0.366831,0.373438,False
50,45798,0.915369916276,61.3998296646,75.5934403897,0.375276,0.376989,False
51,46696,0.914772939389,59.8959352379,75.5934403897,0.363588,0.375001,False
52,47594,0.91472606265,65.7287588239,75.5934403897,0.367225,0.368194,False
53,48492,0.913217899047,61.0116130686,75.5934403897,0.366493,0.372085,False
54,49390,0.91409330929,55.7234128265,75.5934403897,0.369025,0.374978,False
55,50288,0.912833923095,66.2103860336,75.5934403897,0.370088,0.373886,False
56,51186,0.913553691412,60.30916826,75.5934403897,0.366785,0.374144,False
57,52084,0.915263160858,59.0382758627,75.5934403897,0.366237,0.367484,False
58,52982,0.914378795432,59.774827038,75.5934403897,0.366051,0.368262,False
59,53880,0.913377227838,64.5280870459,75.5934403897,0.367765,0.370046,False
60,54778,0.914742652416,69.9134888279,75.5934403897,0.367199,0.370357,False
61,55676,0.913206285233,62.6640233564,75.5934403897,0.369986,0.37198,False
62,56574,0.913615087486,66.2909533651,75.5934403897,0.369047,0.371097,False
63,57472,0.913255630685,56.0948386835,75.5934403897,0.375951,0.372666,False
64,58370,0.910452988697,64.5141634987,75.5934403897,0.372488,0.37075,False
65,59268,0.913068438387,64.0861790906,75.5934403897,0.374587,0.364138,False
66,60166,0.911760408809,53.9724919479,75.5934403897,0.375553,0.372917,False
67,61064,0.912640127517,60.7693677294,75.5934403897,0.375405,0.369669,False
68,61962,0.911393716731,54.2429933666,75.5934403897,0.378233,0.369677,False
69,62860,0.910733722207,51.4934963744,75.5934403897,0.389113,0.382533,False
70,63758,0.912580938095,62.1274330469,75.5934403897,0.372408,0.364586,False
71,64656,0.912312441768,51.8530259958,75.5934403897,0.373979,0.362811,False
72,65554,0.913955816113,57.3395351192,75.5934403897,0.37328,0.364374,False
73,66452,0.912221789067,60.9820322621,75.5934403897,0.376614,0.363632,False
74,67350,0.910320310285,63.6769036649,75.5934403897,0.372749,0.367016,False
75,68248,0.914108033029,65.2309242819,75.5934403897,0.370742,0.361992,False
76,69146,0.912392598893,57.5441363599,75.5934403897,0.373188,0.361123,False
77,70044,0.914353409907,60.6818338941,75.5934403897,0.375253,0.359931,False
78,70942,0.912872217495,63.1796156786,75.5934403897,0.372626,0.364596,False
79,71840,0.911065319968,53.2438814918,75.5934403897,0.382225,0.369137,False
80,72738,0.909898761135,50.9099851927,75.5934403897,0.376968,0.36142,False
81,73636,0.910742853822,56.8371029347,75.5934403897,0.374338,0.35807,False
82,74534,0.910239098717,54.7276723589,75.5934403897,0.382284,0.367621,False
83,75432,0.9113792645,60.4891445824,75.5934403897,0.379538,0.357261,False
84,76330,0.909607213863,50.8235172089,75.5934403897,0.386512,0.362977,False
85,77228,0.912657288055,56.6550816318,75.5934403897,0.378501,0.356105,False
86,78126,0.90956829315,56.5022511333,75.5934403897,0.374289,0.361866,False
87,79024,0.90488006559,55.0475194638,75.5934403897,0.385519,0.37455,False
88,79922,0.911345237358,57.5639035748,75.5934403897,0.388923,0.367322,False
89,80820,0.907820760253,47.8304534964,75.5934403897,0.383803,0.366465,False
90,81718,0.91091260918,58.95207976,75.5934403897,0.3795,0.362821,False
91,82616,0.909981093967,54.539714338,75.5934403897,0.381102,0.360313,False
92,83514,0.909451774924,53.4309165591,75.5934403897,0.383421,0.362249,False
93,84412,0.909538165262,51.5013963147,75.5934403897,0.394791,0.371247,False
94,85310,0.909379106269,53.435631302,75.5934403897,0.38604,0.359774,False
95,86208,0.910577585039,57.0121637997,75.5934403897,0.381268,0.353445,False
96,87106,0.909165971725,54.4095433734,75.5934403897,0.380268,0.3564,False
97,88004,0.909217042111,54.8978959115,75.5934403897,0.384974,0.360246,False
98,88902,0.908238990749,47.5905695877,75.5934403897,0.385943,0.355179,False
99,89800,0.907285520508,44.2691802143,75.5934403897,0.399096,0.361665,False
