roc_auc,inv_fpr,best_inv_fpr,roc_auc_at_best_inv_fpr,valid_loss,train_loss,lr,grad_norm,param_norm,update_ratio,epoch,iteration,logtime,hours,time,save
0.908642613922,34.6350232395,34.6350232395,0.908642613922,0.415076,0.539394,0.001,0.312426,28.188,0.00320099,0.0,704.0,0.0,0.03071851346227858,110.587,True
0.915842826533,51.8865752442,51.8865752442,0.915842826533,0.376741,0.45597,0.001,0.373052,30.0526,0.00245633,1.0,1407.0,0.0,0.052785556647512645,300.615,True
0.917080665094,70.510240037,70.510240037,0.917080665094,0.377906,0.433452,0.001,0.542068,30.3065,0.00293315,2.0,2110.0,0.0,0.07483026438289218,570.004,True
0.917359636894,68.1392999495,70.510240037,0.917080665094,0.37492,0.427167,0.001,0.493654,30.3462,0.00272393,3.0,2813.0,0.0,0.09687850455443064,918.766,False
0.919168383581,69.2971784373,70.510240037,0.917080665094,0.372604,0.423465,0.001,0.489149,30.5171,0.00271555,4.0,3516.0,0.0,0.11894652048746744,1346.97,False
0.921169385888,66.2280030524,70.510240037,0.917080665094,0.366581,0.417822,0.0007,0.310819,30.5246,0.00243563,5.0,4219.0,0.0,0.1409995596938663,1854.57,False
0.92134982144,68.9508159019,70.510240037,0.917080665094,0.365054,0.415785,0.0007,0.315721,30.5453,0.0023801,6.0,4922.0,0.0,0.16306252161661783,2441.6,False
0.923319861216,87.4247474388,87.4247474388,0.923319861216,0.36001,0.414252,0.0007,0.324962,30.5769,0.00228211,7.0,5625.0,0.0,0.1851107731792662,3108.0,True
0.922521657337,74.1522508633,87.4247474388,0.923319861216,0.361264,0.412812,0.0007,0.33611,30.6173,0.00231855,8.0,6328.0,0.0,0.20722741709815132,3854.01,False
0.923737529228,86.558891123,87.4247474388,0.923319861216,0.362501,0.410169,0.00049,0.456821,30.5696,0.00175938,9.0,7031.0,0.0,0.22930342190795475,4679.51,False
0.923329625152,80.2651905852,87.4247474388,0.923319861216,0.362375,0.409315,0.00049,0.309699,30.5285,0.0017336,10.0,7734.0,0.0,0.25136383553346,5584.42,False
0.924366421634,94.8609688057,94.8609688057,0.924366421634,0.361429,0.408485,0.00049,0.354807,30.5227,0.00158999,11.0,8437.0,0.0,0.27342705249786375,6568.75,True
0.923980461152,85.6096258493,94.8609688057,0.924366421634,0.36143,0.407758,0.00049,0.402351,30.517,0.00154229,12.0,9140.0,0.0,0.29545512086815306,7632.39,False
0.92417436131,86.9413836222,94.8609688057,0.924366421634,0.362483,0.405682,0.000343,0.412948,30.4825,0.00118606,13.0,9843.0,0.0,0.3175240046448178,8775.48,False
0.924239271993,81.2818386855,94.8609688057,0.924366421634,0.362433,0.404999,0.000343,0.407163,30.4618,0.00117163,14.0,10546.0,0.0,0.3395782937606176,9997.96,False
0.924620435358,95.5480004718,95.5480004718,0.924620435358,0.361493,0.404712,0.000343,0.430166,30.4547,0.00113879,15.0,11249.0,0.0,0.36173072708977594,11300.2,True
0.924760924164,82.8131611817,95.5480004718,0.924620435358,0.361531,0.404287,0.000343,0.494603,30.4628,0.00117608,16.0,11952.0,0.0,0.3837395101123386,12681.7,False
0.925605077221,76.2079401581,95.5480004718,0.924620435358,0.360919,0.402864,0.0002401,0.504499,30.4426,0.000818048,17.0,12655.0,0.0,0.40572787668969895,14142.3,False
0.925131494497,86.194595856,95.5480004718,0.924620435358,0.3608,0.402399,0.0002401,0.544269,30.4363,0.000821778,18.0,13358.0,0.0,0.4277247487836414,15682.1,False
0.924736957539,75.4913276675,95.5480004718,0.924620435358,0.360079,0.402216,0.0002401,0.627065,30.4324,0.000856813,19.0,14061.0,0.0,0.4496757423877716,17300.9,False
0.925497504398,106.895707114,106.895707114,0.925497504398,0.358666,0.401789,0.0002401,0.527426,30.4351,0.00096635,20.0,14764.0,0.0,0.47756704886754353,19020.2,True
0.925239402858,83.0042967203,106.895707114,0.925497504398,0.358883,0.400595,0.00016807,0.566806,30.4324,0.000579617,21.0,15467.0,0.0,0.4995670337147183,20818.6,False
0.925379352895,91.2268308763,106.895707114,0.925497504398,0.358079,0.400165,0.00016807,0.565746,30.4335,0.000583915,22.0,16170.0,0.0,0.5215618738200929,22696.2,False
0.925732128159,93.7561986443,106.895707114,0.925497504398,0.357121,0.400287,0.00016807,0.619964,30.4344,0.000604814,23.0,16873.0,0.0,0.5436243246661292,24653.3,False
0.925706909352,85.836634086,106.895707114,0.925497504398,0.358711,0.400103,0.00016807,0.628452,30.437,0.000582205,24.0,17576.0,0.0,0.56566080113252,26689.6,False
0.925715322305,99.6983768938,106.895707114,0.925497504398,0.355448,0.399014,0.000117649,0.567223,30.436,0.000435126,25.0,18279.0,0.0,0.5877292978763581,28805.5,False
0.926219905143,88.0783544724,106.895707114,0.925497504398,0.355037,0.398636,0.000117649,0.584395,30.4426,0.000431333,26.0,18982.0,0.0,0.6097267230351766,31000.5,False
0.926324501627,120.728808651,120.728808651,0.926324501627,0.35492,0.398371,0.000117649,0.598718,30.449,0.000433808,27.0,19685.0,0.0,0.6316993784242206,33274.6,True
0.926172249718,112.878612497,120.728808651,0.926324501627,0.354808,0.398293,0.000117649,0.575008,30.4511,0.000413468,28.0,20388.0,0.0,0.6537033139334785,35627.9,False
0.926447295302,106.895707114,120.728808651,0.926324501627,0.353622,0.397674,8.23543e-05,0.63496,30.4552,0.000332715,29.0,21091.0,0.0,0.6756929332017898,38060.4,False
0.926345048421,114.272565612,120.728808651,0.926324501627,0.353369,0.397364,8.23543e-05,0.586389,30.4575,0.000341217,30.0,21794.0,0.0,0.6977718876467811,40572.4,False
0.926148546694,130.865113466,130.865113466,0.926148546694,0.353407,0.39734,8.23543e-05,0.577199,30.4626,0.00034398,31.0,22497.0,0.0,0.7197805743747288,43163.6,True
0.926664926566,106.759957912,130.865113466,0.926148546694,0.353209,0.396942,8.23543e-05,0.58711,30.4673,0.000334635,32.0,23200.0,0.0,0.74186539153258,45834.3,False
0.926607047569,126.089005464,130.865113466,0.926148546694,0.35214,0.396555,5.7648e-05,0.618453,30.4685,0.000245028,33.0,23903.0,0.0,0.763892544971572,48584.3,False
0.925761501995,131.813998554,131.813998554,0.925761501995,0.353331,0.396748,5.7648e-05,0.619902,30.4716,0.000254884,34.0,24606.0,0.0,0.7858762275510364,51413.5,True
0.926435254108,186.3121627,186.3121627,0.926435254108,0.352469,0.396418,5.7648e-05,0.592959,30.4719,0.000262572,35.0,25309.0,0.0,0.8079191046953201,54322.0,True
0.92633734995,124.62805824,186.3121627,0.926435254108,0.35287,0.396495,5.7648e-05,0.645804,30.4764,0.000252836,36.0,26012.0,0.0,0.8298958582348294,57309.6,False
0.926587302841,126.089005464,186.3121627,0.926435254108,0.352321,0.395957,4.03536e-05,0.590347,30.4803,0.000181352,37.0,26715.0,0.0,0.8520007069243325,60376.8,False
0.926238670025,117.374835209,186.3121627,0.926435254108,0.351861,0.395751,4.03536e-05,0.620116,30.4835,0.00018132,38.0,27418.0,0.0,0.8740229288736979,63523.3,False
0.926254164675,143.361616382,186.3121627,0.926435254108,0.352669,0.395938,4.03536e-05,0.594819,30.4849,0.000184672,39.0,28121.0,0.0,0.8960505735211902,66749.1,False
0.926439524547,117.374835209,186.3121627,0.926435254108,0.351524,0.396098,4.03536e-05,0.592881,30.488,0.000183811,40.0,28824.0,0.0,0.9240547545750936,70075.7,False
0.926936193873,111.166467662,186.3121627,0.926435254108,0.350971,0.395358,2.82475e-05,0.618717,30.4906,0.000123096,41.0,29527.0,0.0,0.9460555504428015,73481.5,False
0.926770467922,108.89498213,186.3121627,0.926435254108,0.350662,0.395336,2.82475e-05,0.637248,30.4915,0.000121466,42.0,30230.0,0.0,0.9680682058466805,76966.5,False
0.926154144752,123.646671907,186.3121627,0.926435254108,0.351314,0.395464,2.82475e-05,0.595669,30.494,0.000117448,43.0,30933.0,0.0,0.9900024854474597,80530.5,False
0.926946216319,116.131258628,186.3121627,0.926435254108,0.350801,0.39534,2.82475e-05,0.618008,30.496,0.000121825,44.0,31636.0,0.0,1.0119818124506208,84173.7,False
0.926825556696,125.057389876,186.3121627,0.926435254108,0.351478,0.39501,1.97733e-05,0.615947,30.4983,8.26267e-05,45.0,32339.0,0.0,1.0338997373978296,87895.7,False
0.926022734534,111.858004081,186.3121627,0.926435254108,0.351795,0.394975,1.97733e-05,0.627276,30.4986,8.27426e-05,46.0,33042.0,0.0,1.0558021567927467,91696.6,False
0.926466197393,111.166467662,186.3121627,0.926435254108,0.351097,0.394998,1.97733e-05,0.570654,30.499,8.20315e-05,47.0,33745.0,0.0,1.0777459586991205,95576.5,False
0.926504467011,117.374835209,186.3121627,0.926435254108,0.351109,0.39504,1.97733e-05,0.609711,30.5001,8.61793e-05,48.0,34448.0,0.0,1.0996495466099845,99535.2,False
