epoch,iteration,roc_auc,inv_fpr,best_inv_fpr,valid_loss,train_loss,save
0,898,0.891645474838,26.3781733898,26.3781733898,0.454833,0.486867,True
1,1796,0.897581707467,30.126298887,30.126298887,0.425659,0.461653,True
2,2694,0.904801342022,38.2957762161,38.2957762161,0.396072,0.457647,True
3,3592,0.900605229057,33.1462982185,38.2957762161,0.406945,0.444734,False
4,4490,0.910169821525,44.0886825496,44.0886825496,0.441595,0.470963,True
5,5388,0.911954476747,45.9084697454,45.9084697454,0.370008,0.430316,True
6,6286,0.91341682183,53.3551752171,53.3551752171,0.366161,0.42645,True
7,7184,0.912790394906,48.4801457676,53.3551752171,0.370051,0.422207,False
8,8082,0.915194185049,69.1490290504,69.1490290504,0.365157,0.419625,True
9,8980,0.913236573407,54.5063260145,69.1490290504,0.367562,0.426103,False
10,9878,0.91632153466,65.8260957415,69.1490290504,0.359951,0.416066,False
11,10776,0.917062284183,59.7671916018,69.1490290504,0.370445,0.418619,False
12,11674,0.914664459325,61.5626851117,69.1490290504,0.36591,0.443777,False
13,12572,0.917519623331,72.1581491116,72.1581491116,0.377743,0.418026,True
14,13470,0.916169403351,58.1645460332,72.1581491116,0.372613,0.416193,False
15,14368,0.91608695296,72.4843753167,72.4843753167,0.364836,0.414175,True
16,15266,0.917017364449,66.0737048158,72.4843753167,0.361838,0.412229,False
17,16164,0.917180562513,69.5819446315,72.4843753167,0.362384,0.413594,False
18,17062,0.912464970636,64.21294985,72.4843753167,0.367895,0.420156,False
19,17960,0.910054109536,52.2278165491,72.4843753167,0.395572,0.435515,False
20,18858,0.910904905997,43.7481818517,72.4843753167,0.3723,0.426611,False
21,19756,0.913047515167,50.8501257049,72.4843753167,0.367717,0.424798,False
22,20654,0.903631268363,41.5501641452,72.4843753167,0.397402,0.452829,False
23,21552,0.906974228426,52.0091194826,72.4843753167,0.385223,0.4541,False
24,22450,0.901501905535,38.5208677248,72.4843753167,0.392222,0.444792,False
25,23348,0.907264883113,51.5648816943,72.4843753167,0.387687,0.430415,False
26,24246,0.910846978718,52.5725570112,72.4843753167,0.372567,0.425058,False
27,25144,0.909703686283,51.9925041579,72.4843753167,0.37967,0.424722,False
28,26042,0.907820171911,49.229098927,72.4843753167,0.383127,0.430962,False
29,26940,0.908956823782,49.0944450395,72.4843753167,0.380375,0.443981,False
30,27838,0.912266474195,54.5079775837,72.4843753167,0.37071,0.428369,False
31,28736,0.912376053396,60.3572897722,72.4843753167,0.376772,0.439287,False
32,29634,0.911121123572,50.6786460034,72.4843753167,0.386445,0.428415,False
33,30532,0.903509036483,46.0790864052,72.4843753167,0.392115,0.45928,False
34,31430,0.910651929374,49.7737820918,72.4843753167,0.378549,0.425038,False
35,32328,0.912032674776,53.9050888542,72.4843753167,0.399321,0.475988,False
36,33226,0.910337870162,50.5595654693,72.4843753167,0.376888,0.439111,False
37,34124,0.911872408983,53.9670850531,72.4843753167,0.37406,0.423238,False
38,35022,0.91178781053,57.6660820691,72.4843753167,0.371956,0.424459,False
39,35920,0.909151120583,47.4528010664,72.4843753167,0.380548,0.42593,False
40,36818,0.907837114321,49.5252355486,72.4843753167,0.384644,0.428781,False
41,37716,0.903961366298,47.9559521306,72.4843753167,0.441145,0.462758,False
42,38614,0.905827709395,49.8115526323,72.4843753167,0.396287,0.443521,False
43,39512,0.906523021089,47.1591365522,72.4843753167,0.497874,0.501319,False
44,40410,0.907940631678,51.0546671716,72.4843753167,0.406028,0.446905,False
45,41308,0.898520070066,38.9781298903,72.4843753167,0.402229,0.461659,False
46,42206,0.903300728434,41.872619824,72.4843753167,0.39872,0.444258,False
47,43104,0.905681928216,45.906947557,72.4843753167,0.391725,0.443868,False
48,44002,0.905296416195,43.8078434912,72.4843753167,0.389242,0.446269,False
49,44900,0.907409993785,48.5332763952,72.4843753167,0.41243,0.446018,False
