model,epoch,iteration,roc_auc,inv_fpr,best_inv_fpr,valid_loss,train_loss,save
Oct-29-23-57-11_0,49,449450,0.877697995293,45.9217973752,51.9949045582,0.421639,0.424994,False
Oct-30-00-07-27_0,49,224700,0.872043579713,34.1266447596,36.0674090159,0.435004,0.445105,False
Oct-30-22-50-11_0,49,44900,0.921609109665,90.5256771967,109.426867347,0.349095,0.378656,False
Oct-30-22-51-50_0,49,44900,0.921443809496,82.6737761923,100.915414121,0.352112,0.377461,False
Oct-30-22-52-01_0,49,44900,0.920448417312,76.7036564807,89.5606184079,0.354243,0.38534,False
Oct-30-22-52-10_0,49,44900,0.920722185285,77.6588793522,94.0821433694,0.353108,0.381816,False
Oct-30-22-52-20_0,49,44900,0.921618334493,98.3888333191,106.957501742,0.352796,0.376277,False
Oct-30-22-53-46_0,49,44900,0.922174443875,79.6329820688,94.206975981,0.353064,0.378607,False
Oct-30-22-53-58_0,49,44900,0.921208089792,79.2607318999,97.4818936513,0.349875,0.378655,False
Oct-30-22-55-14_0,49,44900,0.920667268194,77.9607599126,85.7638446163,0.3542,0.380425,False
Oct-30-22-55-22_0,49,44900,0.920594980737,73.9800053658,95.4157631805,0.359134,0.380437,False
Oct-30-22-55-58_0,49,44900,0.9220836696,83.7239985107,104.92814904,0.352616,0.37704,False
Oct-30-22-56-12_0,49,44900,0.92066530683,81.4021298167,91.4445278698,0.35178,0.378982,False
Oct-30-22-56-20_0,49,44900,0.920631543604,68.8567552332,93.2079138684,0.353407,0.382674,False
Oct-30-22-56-27_0,49,44900,0.922337639473,81.4739179917,95.7383396313,0.353411,0.390222,False
Oct-30-22-58-46_0,49,44900,0.921513339297,83.8661316404,94.7483828885,0.3504,0.381984,False
Oct-30-22-58-57_0,49,44900,0.921764150191,85.262358094,100.326883144,0.351941,0.385721,False
Oct-30-22-59-05_0,49,44900,0.921721981727,79.1264223145,98.951796433,0.351836,0.379479,False
Oct-30-22-59-22_0,49,44900,0.91995987731,74.8077645894,91.6395189335,0.354606,0.38192,False
Oct-30-23-17-34_0,49,44900,0.920371866867,99.3794639118,99.3794639118,0.350919,0.38794,True
Oct-30-23-26-26_0,49,44900,0.921168351636,86.7663541371,94.1349825129,0.349736,0.381229,False
Oct-30-23-26-44_0,49,44900,0.921471021161,93.6646466872,112.604266706,0.351442,0.381159,False
Oct-30-23-27-09_0,49,44900,0.920972914596,97.8655414502,100.81827369,0.351474,0.383939,False
Oct-31-10-20-46_0,49,44900,0.922996397803,90.2683929646,102.348708036,0.348796,0.380461,False
Oct-31-12-42-03_0,49,44900,0.917860783198,60.2472823516,93.5067991415,0.358761,0.388782,False
