model,epoch,iteration,roc_auc,inv_fpr,best_inv_fpr,valid_loss,train_loss,save
Oct-31-09-10-28_0,49,44900,0.920041685027,83.5649336889,88.6850348096,0.351673,0.390171,False
Oct-31-09-10-30_0,49,44900,0.916225836824,71.9879666727,71.9879666727,0.385142,0.424923,True
Oct-31-09-10-42_0,49,44900,0.920882775716,98.482048629,98.482048629,0.350704,0.386974,True
Oct-31-09-10-50_0,49,44900,0.920931494814,78.6964695696,92.0960786032,0.35205,0.388567,False
Oct-31-09-26-13_0,49,44900,0.920925180349,80.9462165821,91.7193440918,0.353773,0.386379,False
Oct-31-09-26-23_0,49,44900,0.890043029354,31.3773098278,64.1360188738,0.431371,0.525768,False
Oct-31-09-26-30_0,49,44900,0.918631206106,84.5092532709,84.5092532709,0.35519,0.391445,True
Oct-31-09-37-02_0,49,44900,0.919173523929,60.367767089,87.4646086199,0.35514,0.392827,False
Oct-31-09-37-09_0,49,44900,0.915714792374,62.5443739979,77.1298683565,0.363671,0.410391,False
Oct-31-09-37-15_0,49,44900,0.919067757469,80.3362406171,92.2795780651,0.354137,0.389271,False
Oct-31-09-37-22_0,49,44900,0.918173172462,64.1137285992,84.3808056085,0.361392,0.394362,False
Oct-31-09-37-53_0,49,44900,0.91829539499,65.9389875941,80.380377575,0.358961,0.393834,False
Oct-31-09-38-04_0,49,44900,0.919204370028,80.4945374219,96.9567575873,0.355745,0.390463,False
