model,epoch,iteration,roc_auc,inv_fpr,best_inv_fpr,valid_loss,train_loss,save
Oct-31-09-11-18_0,49,44900,0.918723216008,66.8959547458,80.6715336327,0.35573,0.392703,False
Oct-31-09-11-49_0,49,44900,0.921282004191,88.7986545726,90.1890192299,0.349271,0.391956,False
Oct-31-09-11-58_0,49,44900,0.920520679783,81.305025037,89.7854296602,0.352328,0.391397,False
Oct-31-09-12-06_0,49,44900,0.921296746851,79.8981933073,81.4291684079,0.350246,0.392875,False
Oct-31-09-13-04_0,49,44900,0.919408991818,78.7838127398,98.1529261527,0.353459,0.395133,False
Oct-31-09-13-13_0,49,44900,0.920915575447,81.2982159498,81.2982159498,0.349987,0.394588,True
Oct-31-09-13-27_0,49,44900,0.921352484547,76.1413097184,86.5681333625,0.359297,0.400272,False
Oct-31-09-34-46_0,49,44900,0.921038616742,80.5976582895,80.5976582895,0.354968,0.390314,True
Oct-31-09-34-59_0,49,44900,0.918461722196,71.1429944973,73.1374234119,0.358225,0.39978,False
Oct-31-09-39-36_0,49,44900,0.921012662514,84.4217748322,84.4217748322,0.351494,0.391091,True
