model,epoch,iteration,roc_auc,inv_fpr,best_inv_fpr,valid_loss,train_loss,save
11-31-54_0,49,44900,0.921316151282,84.9696080072,95.1275953102,0.352083,0.388456,False
11-32-24_0,49,44900,0.921163714129,83.6516331527,95.2379439838,0.349657,0.38877,False
11-32-54_0,49,44900,0.919000708588,76.1715837398,86.3033529145,0.356668,0.392894,False
11-33-25_0,49,44900,0.917826492946,89.8073396062,93.4761221182,0.358176,0.405631,False
12-42-51_0,49,44900,0.919937351064,108.407750891,108.407750891,0.353157,0.366154,True
12-43-01_0,49,44900,0.919920565182,82.8952613493,100.469489404,0.359621,0.361151,False
12-43-43_0,49,44900,0.921461170467,98.1109435704,107.513235678,0.355333,0.365966,False
15-11-55_0,49,44900,0.921221313583,82.4761352024,88.1476919334,0.349188,0.389027,False
15-12-07_0,49,44900,0.921481645343,83.5086238494,93.1483448457,0.349403,0.387471,False
15-13-22_0,49,44900,0.919925954377,93.7281049563,93.7281049563,0.353602,0.38929,True
15-13-43_0,49,44900,0.911841300069,59.5334175028,59.5334175028,0.370882,0.423562,True
15-13-59_0,49,44900,0.919608451169,77.9416072799,86.7026447071,0.352607,0.391473,False
15-14-12_0,49,44900,0.919218948132,75.5478991998,86.58121265,0.353174,0.391172,False
15-23-06_0,49,44900,0.918589582007,76.5520517908,79.6058360952,0.355244,0.39952,False
15-23-13_0,49,44900,0.915989701371,61.8746817062,72.1943327207,0.361511,0.410428,False
15-23-23_0,49,44900,0.916490365114,72.2847280522,74.4631026413,0.370658,0.414656,False
15-29-45_0,49,44900,0.912551011723,54.8793030107,65.7786441594,0.368182,0.421787,False
15-29-54_0,49,44900,0.913978853256,62.147865582,65.5079415004,0.388485,0.421731,False
15-33-46_0,49,44900,0.915863366027,60.4907120905,74.9906346759,0.36102,0.416255,False
15-34-02_0,49,44900,0.921079301253,86.7041238786,86.7041238786,0.350976,0.384416,True
15-35-32_0,49,44900,0.920774138834,91.6342962235,105.360246404,0.352164,0.361434,False
15-48-01,99,89800,0.916195042222,70.7696463334,96.4063449888,0.360964,0.381617,False
15-48-31,99,89800,0.901717731846,40.8584779557,94.3306934918,0.42054,0.310359,False
15-49-01,99,89800,0.908715392959,51.9412549898,108.628446685,0.441724,0.31823,False
15-49-31_0,49,44900,0.919786660517,82.2572055593,105.183232843,0.357196,0.359345,False
15-49-32,99,89800,0.916338594815,71.2886737554,100.47221667,0.362471,0.365689,False
15-49-51_0,49,44900,0.920122877132,97.3453648231,105.640605277,0.354961,0.361635,False
16-39-38_0,49,44900,0.920102399098,67.7969438481,89.2337460751,0.353162,0.387712,False
16-39-48_0,49,44900,0.921411149299,69.6340025682,105.2081305,0.351722,0.388158,False
16-39-58_0,49,44900,0.919670436488,86.7771074959,86.7771074959,0.354117,0.386857,True
16-40-12_0,49,44900,0.913030630588,56.853283563,68.9904901886,0.36668,0.421654,False
model,epoch,iteration,roc_auc,inv_fpr,best_inv_fpr,valid_loss,train_loss,save
11-31-54_0,49,44900,0.921316151282,84.9696080072,95.1275953102,0.352083,0.388456,False
11-32-24_0,49,44900,0.921163714129,83.6516331527,95.2379439838,0.349657,0.38877,False
11-32-54_0,49,44900,0.919000708588,76.1715837398,86.3033529145,0.356668,0.392894,False
11-33-25_0,49,44900,0.917826492946,89.8073396062,93.4761221182,0.358176,0.405631,False
12-42-51_0,49,44900,0.919937351064,108.407750891,108.407750891,0.353157,0.366154,True
12-43-01_0,49,44900,0.919920565182,82.8952613493,100.469489404,0.359621,0.361151,False
12-43-43_0,49,44900,0.921461170467,98.1109435704,107.513235678,0.355333,0.365966,False
15-11-55_0,49,44900,0.921221313583,82.4761352024,88.1476919334,0.349188,0.389027,False
15-12-07_0,49,44900,0.921481645343,83.5086238494,93.1483448457,0.349403,0.387471,False
