roc_auc,inv_fpr,best_inv_fpr,roc_auc_at_best_inv_fpr,valid_loss,train_loss,lr,grad_norm,param_norm,update_ratio,epoch,iteration,logtime,hours,time,save
0.90349447757,32.6531053656,32.6531053656,0.90349447757,0.400013,0.542449,0.001,0.999999,29.3506,0.00306693,0.0,704.0,0.0,0.030973737041155497,111.505,True
0.914625781235,51.4094173399,51.4094173399,0.914625781235,0.373498,0.454494,0.001,0.999999,30.6588,0.00201628,1.0,1407.0,0.0,0.05307645234796736,302.581,True
0.916072368484,52.4206982407,52.4206982407,0.916072368484,0.37052,0.434636,0.001,0.999999,31.0784,0.00236444,2.0,2110.0,0.0,0.07517073353131612,573.195,True
0.918767147698,65.3179563069,65.3179563069,0.918767147698,0.364761,0.427876,0.001,0.922233,31.3794,0.00239991,3.0,2813.0,0.0,0.09724244859483507,923.268,True
0.919062862801,70.2362618674,70.2362618674,0.919062862801,0.36485,0.424019,0.001,0.999847,31.5866,0.00239433,4.0,3516.0,0.0,0.1192858577436871,1352.7,True
0.92066396494,73.1150704716,73.1150704716,0.92066396494,0.363533,0.418132,0.0007,0.999999,31.5225,0.00145566,5.0,4219.0,0.0,0.14131010274092357,1861.41,True
0.920692936709,75.8958123412,75.8958123412,0.920692936709,0.362967,0.41669,0.0007,0.988358,31.5186,0.00147229,6.0,4922.0,0.0,0.16337975223859152,2449.58,True
0.921691658426,82.9746807553,82.9746807553,0.921691658426,0.361195,0.414804,0.0007,0.918585,31.5269,0.00154616,7.0,5625.0,0.0,0.1854973640706804,3117.37,True
0.922085859819,83.1283008169,83.1283008169,0.922085859819,0.360297,0.413727,0.0007,0.903051,31.528,0.00155938,8.0,6328.0,0.0,0.20768393264876472,3865.03,True
0.922862096454,79.4128264052,83.1283008169,0.922085859819,0.359247,0.410402,0.00049,0.893612,31.4161,0.00118863,9.0,7031.0,0.0,0.229781577123536,4692.25,False
0.923749736624,83.2739846502,83.2739846502,0.923749736624,0.358457,0.409225,0.00049,0.93161,31.33,0.00121693,10.0,7734.0,0.0,0.25184677766429053,5598.9,True
0.923808644373,83.7825257426,83.7825257426,0.923808644373,0.357898,0.408245,0.00049,0.800255,31.2565,0.00125652,11.0,8437.0,0.0,0.2738817426231172,6584.87,True
0.924373219475,88.5144495008,88.5144495008,0.924373219475,0.356222,0.407861,0.00049,0.789674,31.2015,0.00123148,12.0,9140.0,0.0,0.2958637164698707,7649.98,True
0.924723846323,86.9782525779,88.5144495008,0.924373219475,0.356208,0.405115,0.000343,0.862593,31.1109,0.000910586,13.0,9843.0,0.0,0.3179204312298033,8794.49,False
