roc_auc,inv_fpr,best_inv_fpr,roc_auc_at_best_inv_fpr,valid_loss,train_loss,lr,grad_norm,param_norm,update_ratio,epoch,iteration,logtime,hours,time,save
0.890320173543,25.3948527163,25.3948527163,0.890320173543,0.49158,0.594071,0.001,0.999999,27.5165,0.00511006,0.0,703.0,0.0,0.05786431299315559,208.312,True
0.900682175285,33.1760666511,33.1760666511,0.900682175285,0.436515,0.535276,0.001,0.477062,28.1274,0.00504213,1.0,1406.0,0.0,0.10361332701312172,581.319,True
0.90332300462,35.9195277339,35.9195277339,0.90332300462,0.410664,0.51037,0.001,0.810086,28.3652,0.00491791,2.0,2109.0,0.0,0.1493728803926044,1119.06,True
0.907055716495,39.9819810446,39.9819810446,0.907055716495,0.415996,0.49253,0.001,0.999999,28.9023,0.00382876,3.0,2812.0,0.0,0.19537360734409756,1822.41,True
0.907298715946,40.9455370456,40.9455370456,0.907298715946,0.396509,0.481809,0.001,0.690215,29.0642,0.00536381,4.0,3515.0,0.0,0.24120509929127162,2690.75,True
0.907780706851,40.140301207,40.9455370456,0.907298715946,0.39163,0.472191,0.001,0.514577,29.5471,0.00494411,5.0,4218.0,0.0,0.2868244163857566,3723.31,False
0.915935300543,60.8732389967,60.8732389967,0.915935300543,0.375582,0.462952,0.001,0.999999,29.8619,0.00386082,6.0,4921.0,0.0,0.3321300016509162,4918.98,True
0.905254571403,36.7081350182,60.8732389967,0.915935300543,0.404048,0.4555,0.001,1.0,30.142,0.00410228,7.0,5624.0,0.0,0.3773676164944967,6277.5,False
0.900201014978,31.4458311772,60.8732389967,0.915935300543,0.42404,0.448104,0.001,1.0,30.0204,0.0032618,8.0,6327.0,0.0,0.4228612845473819,7799.81,False
0.918036035039,69.024476334,69.024476334,0.918036035039,0.372003,0.442777,0.0007,1.0,29.9623,0.00315623,9.0,7030.0,0.0,0.4682582273748186,9485.54,True
0.91876562271,64.6426596315,69.024476334,0.918036035039,0.374232,0.438258,0.0007,0.999999,29.9116,0.00198626,10.0,7733.0,0.0,0.5134769911898507,11334.1,False
0.921064309441,75.03791013,75.03791013,0.921064309441,0.368541,0.438205,0.0007,0.991281,29.8705,0.00278754,11.0,8436.0,0.0,0.5586047585142984,13345.0,True
0.91535772721,45.8364404004,75.03791013,0.921064309441,0.376117,0.441262,0.0007,0.999999,29.8735,0.00189121,12.0,9139.0,0.0,0.6038148560788896,15518.8,False
0.922368197936,72.7499682911,75.03791013,0.921064309441,0.361909,0.435752,0.0007,0.393134,29.8103,0.00321468,13.0,9842.0,0.0,0.6489908939599991,17855.1,False
0.921174367899,77.5708940758,77.5708940758,0.921174367899,0.36245,0.438227,0.0007,1.0,29.7616,0.00280497,14.0,10545.0,0.0,0.6942331106795205,20354.4,True
0.922911550493,62.6289349005,77.5708940758,0.921174367899,0.364172,0.438034,0.0007,0.586898,29.7807,0.00478629,15.0,11248.0,0.0,0.7394991454813216,23016.6,False
0.921230920742,61.0686225348,77.5708940758,0.921174367899,0.366394,0.431623,0.0007,1.0,29.7987,0.00284541,16.0,11951.0,0.0,0.7847177531321844,25841.6,False
0.923552898269,81.3565090073,81.3565090073,0.923552898269,0.364047,0.42554,0.00049,0.999999,29.7658,0.0027127,17.0,12654.0,0.0,0.8299508013327916,28829.4,True
0.921717756781,69.3816987367,81.3565090073,0.923552898269,0.365888,0.425313,0.00049,1.0,29.7166,0.00145131,18.0,13357.0,0.0,0.8751646909448836,31980.0,False
0.925397431032,71.2681359127,81.3565090073,0.923552898269,0.367088,0.423791,0.00049,1.0,29.6715,0.00258467,19.0,14060.0,0.0,0.9204443450106515,35293.6,False
0.922691983104,63.4663587135,81.3565090073,0.923552898269,0.369291,0.42232,0.00049,1.0,29.6562,0.00124564,20.0,14763.0,0.0,0.9762277672025892,38808.0,False
0.923574357656,72.2341112407,81.3565090073,0.923552898269,0.367714,0.422078,0.00049,1.0,29.6319,0.00165632,21.0,15466.0,0.0,1.0214929810497495,42485.4,False
0.921170825064,62.9009231346,81.3565090073,0.923552898269,0.364692,0.421994,0.00049,1.0,29.6749,0.00187042,22.0,16169.0,0.0,1.0666364197598563,46325.2,False
0.923307175832,80.5006919525,81.3565090073,0.923552898269,0.3678,0.421838,0.00049,0.572783,29.6414,0.00218007,23.0,16872.0,0.0,1.1117667612102298,50327.6,False
0.925160658461,93.0359867496,93.0359867496,0.925160658461,0.358386,0.422676,0.00049,0.776463,29.5689,0.00264278,24.0,17575.0,0.0,1.1568675298160978,54492.3,True
